text,label;
Fatalitas korban terjadi karena desain median jalan Tol Cipali tanpa dilengkapi pagar pengaman dan landai kedalaman ±70 cm memungkinkan kendaraan masuk ke jalur lalu lintas yang berlawanan. Pasca kecelakaan, kondisi kendaraan yang terlibat menunjukkan ruang kabin penumpang terdeformasi sampai ke survival space yang mengakibatkan penumpang menjadi korban meninggal dan cedera berat.,PRE;
Bad connection yang menyebabkan hubungan pendek ataupun arcing yang dipicu buruknya kondisi batere karena mekanisme pemeliharaan batere yang tidak terkontrol disamping juga terdapat instalasi, penggunaan material kabel, connector dll yang tidak sesuai dengan standar practice industry.,UA;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan tabrakan muka mobil Elf dengan belakang truk tronton (Rear End) adalah Pengemudi mobil Elf saat melakukan perjalanan dari Brebes ke Tanjung Priok Jakarta selama 7 jam tanpa istirahat. Di tempat tujuan beristirahat lebih dari 10 jam namun tidak diketahui kegiatannya. Perjalanan pulang ke Brebes, sebelum kecelakaan Pengemudi telah mengendarai mobil lebih dari 8 jam tanpa ada istirahat. Ketika mobil Elf melewati jalan Tol Cikopo-Palimanan di KM78+300A pengemudi telah mengalami Microsleep. Hal ini dilihat dari slipnya roda depan (side slip) mobil Elf, yaitu mobil Elf bergerak ke arah samping saat kendaraan berjalan lurus dan perlahan, kecepatan kendaraan tidak berkurang.,PRE;
Fatalitas korban terjadi karena di lokasi mobil bus terguling yaitu Jalan Raya Bypass Cicalengka adalah flyover yang melintasi dibawahnya jalan desa. Namun tepi ambang pengaman jalan tidak terpasang pagar pengaman, hanya terpasang patok dan terdapat deretan pohon besar. Super structure mobil bus tidak dapat mempertahankan survival space dan tidak terpasangnya sabuk keselamatan di semua kursi penumpang.,PRE;
Dari hasil investigasi dapat disimpulkan bahwa kecelakaan disebabkan oleh tata cara mendahului dari sisi kiri dan menggunakan bahu jalan sehingga menabrak guardrail dan masuk ke parit.,UA;
Fatalitas pada korban kecelakaan diakibatkan karena superstructure mobil bus belum mampu untuk menahan ketika mobil bus mengalami benturan sehingga atap kendaraan dan kursi kendaraan terlepas, serta tidak adanya sabuk keselamatan di kursi penumpang hingga menyebabkan penumpang terlempar saat mobil bus terguling,PRE;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab truk tronton meluncur tak terkendali di bentang menurun dan terjadi tabrakan beruntun adalah gagalnya perlambatan dikarenakan kondisi jalan turunan panjang dan curam akan cenderung memaksa pengguna jalan untuk melakukan pengereman menggunakan rem utama berkalikali, tanpa diawali teknik pengereman mesin (engine braking). Akibatnya persediaan udara di tangki menipis dan fluida yang mendorong master cylinder agar kampas rem bergesekan dengan permukaan dalam tromol kurang tenaga. Perilaku kurang terampil dan tindakan berisiko tinggi justru terkadang tidak disadari, bahkan dianggap sebagai hal biasa. Pola pikir (attitude) dan kebiasaan (behaviour) ini sangat berbahaya atau bisa berakibat fatal bila tanpa didukung oleh pemahaman terhadap keselamatan. Kelebihan muatan 54% dari GVW/JBB atau 95% dari JBI, menjadi faktor yang berkontribusi juga terjadinya kecelakaan.,UA;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab truk tronton meluncur tak terkendali di bentang menurun dan terjadi tabrakan beruntun adalah gagalnya perlambatan dikarenakan kondisi jalan turunan panjang dan curam akan cenderung memaksa pengguna jalan untuk melakukan pengereman menggunakan rem utama berkalikali, tanpa diawali teknik pengereman mesin (engine braking). Akibatnya persediaan udara di tangki menipis dan fluida yang mendorong master cylinder agar kampas rem bergesekan dengan permukaan dalam tromol kurang tenaga. Perilaku kurang terampil dan tindakan berisiko tinggi justru terkadang tidak disadari, bahkan dianggap sebagai hal biasa. Pola pikir (attitude) dan kebiasaan (behaviour) ini sangat berbahaya atau bisa berakibat fatal bila tanpa didukung oleh pemahaman terhadap keselamatan. Kelebihan muatan 54% dari GVW/JBB atau 95% dari JBI, menjadi faktor yang berkontribusi juga terjadinya kecelakaan.,PRE;
"Faktor manusia, dimana pengemudi tidak memiliki skill yang memadai dan pengalaman yang cukup dalam mengemudikan Mobil Bus sehingga menyebabkan ketidaksesuaian pada saat mengemudi pada medan jalan yang ekstrem;,UA";
Dari hasil investigasi dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah kegagalan sistem pengereman mobil bus menjelang lokasi terjadinya kecelakaan yang disebabkan tipisnya kampas rem dan keausan permukaan tromol. Akibatnya, mobil bus melaju dengan kecepatan tinggi ketika melalui turunan curam dan tidak mampu dibelokkan ketika melewati tikungan jembatan Sipege-Pege.,UA;
Fatalitas tinggi pada korban kecelakaan disebabkan oleh tidak terdapatnya sabuk keselamatan pada setiap kursi penumpang dan terlepasnya kursi mobil bus dari dudukannya akibat korosi parah pada mobil bus. Akibatnya, para penumpang mobil bus terlempar dari mobil bus dan jatuh ke sungai.,PRE;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah human factor, dimana pengemudi mengalami kelelahan yang luar biasa dan menyebabkan fenomena microsleep saat mengemudikan kendaraannya di jalan tol akibat dari terlampuainya batasan waktu mengemudi sebagaimana telah diatur dalam peraturan perundangan yang ada ( UU Nomor 13 Tahun 2003 tentang Ketenagakerjaan dan UU Nomor 22 Tahun 2009 tentang LLAJ ),PRE;
Sedangkan untuk penyebab fatalitas korban adalah desain pagar pengaman jalan pada tiang tengah jembatan dan tiang PJU di jalan tol yang kurang “forgive” sehingga memungkinkan kendaraan bermotor “masuk” ke celah diantara pagar dan menabrak tiang tengah jembatan atau tiang PJU .,PRE;
Berdasarkan investigasi dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah adanya mobil penumpang yang melakukan penyiapan kendaraan lain di tikungan yang terdapat marka utuh, pengurangan kecepatan mobil bus saat kondisi kritis yang hanya menggunakan rem bantu (retarder), dan tindakan antisipasi mobil bus yang menghindari tabrakan dengan mengarahkan kendaraan ke lajur berlawanan arah. Akibatnya, mobil bus dan mobil penumpang tidak mampu mengantisipasi pergerakan masing-masing yang terjadi pada saat kondisi kritis sehingga tabrakan frontal antara keduanya tidak mampu untuk dihindari.,UA;
Kecelakaan terjadi akibat tidak adanya koordinasi antara PT. Dewi Sri Putra sebagai transpotir dengan pihak kontraktor lainnya dalam hal ini PT. Giri Bangun Sentosa dan PT. Tjakrindo terkait Standar Operasional Prosedur secara tertulis di area proyek terutama perihal keluar masuknya kendaraan yang melintasi perlintasan sebidang di area proyek. ,PRE;
Penyebab kecelakaan beruntun diawali oleh kecelakaan tunggal yaitu dump truck yang menumpahkan batu split pada badan jalan Dump truck membawa muatan berlebih sebesar 11 ton atau sekitar 91% ,UA;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab mobil elf terguling adalah ketidakmampuan mengenal dan mengelola potensi bahaya dan risiko yaitu saat melewati jalan menurun panjang dan curam (menurun 5,5 % sd 15,57%) pengemudi menurunkan kecepatan dengan cara menginjak pedal rem utama terus menerus dan tidak melakukan engine breaking sehingga efek pengereman berkurang (berpotensi fenomena vapor lock). Akibatnya mobil elf terguling saat pengemudi mengaktifkan rem parkir secara penuh di tikungan gabungan balik arah.,PRE;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab mobil elf terguling adalah ketidakmampuan mengenal dan mengelola potensi bahaya dan risiko yaitu saat melewati jalan menurun panjang dan curam (menurun 5,5 % sd 15,57%) pengemudi menurunkan kecepatan dengan cara menginjak pedal rem utama terus menerus dan tidak melakukan engine breaking sehingga efek pengereman berkurang (berpotensi fenomena vapor lock). Akibatnya mobil elf terguling saat pengemudi mengaktifkan rem parkir secara penuh di tikungan gabungan balik arah.,UA;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah keputusan tetap mengoperasikan bus yang mengalami kebocoran di konektor selang udara ke rem utama belakang kanan, perbaikan tidak berkeselamatan dengan cara potong selang thermoplastic, serta kecepatan awal bus tidak dikurangi akibatnya bus meluncur tidak terkendali dan terguling di Turunan Emen,UA;
Fatalitas korban terjadi karena tidak terpasangnya sabuk keselamatan pada seluruh kursi mobil bus. Akibatnya ketika mobil bus terguling, penumpang di sebelah kiri tertimpa penumpang sebelah kanan akibatnya kaca jendela pecah dan terseret ke jalan.,PRE;
Fatalitas korban terjadi karena tidak terpasangnya sabuk keselamatan pada seluruh kursi mobil bus. Akibatnya ketika mobil bus terguling, penumpang di sebelah kiri tertimpa penumpang sebelah kanan akibatnya kaca jendela pecah dan terseret ke jalan.,UA;
Dari hasil investigasi dapat disimpulkan bahwa kecelakaan disebabkan oleh pengemudi kedua yang mengalami kelelahan. Hal ini mengakibatkan pengemudi kehilangan kendali saat mendahului kendaraan di depannya dan bertabrakan dengan mobil truk yang melaju dari arah yang berlawanan. Selain itu, penggunaan pick up tidak sesuai dengan peruntukannya.,PRE;
Dari hasil investigasi dapat disimpulkan bahwa kecelakaan disebabkan oleh pengemudi kedua yang mengalami kelelahan. Hal ini mengakibatkan pengemudi kehilangan kendali saat mendahului kendaraan di depannya dan bertabrakan dengan mobil truk yang melaju dari arah yang berlawanan. Selain itu, penggunaan pick up tidak sesuai dengan peruntukannya.,UA;
Fatalitas tinggi pada korban kecelakaan diakibatkan karena kendaraan yang digunakan bukan peruntukannya untuk mengangkut penumpang.,UA;
Dari hasil investigasi dapat disimpulkan bahwa terjadinya kecelakaan adalah disebabkan terbakarnya kampas rem akibat percikan api dan akumulasi temperatur tinggi di tromol roda kanan sumbu kedua kereta tempelan. Akumulasi temperatur terjadi karena gesekan kampas rem yang lengket akibat overheat tromol rem setelah pengoperasian kendaraan yang lebih dari 12 jam pada rit pertama serta gesekan antara paku keling dengan tromol yang terjadi pada rit kedua. Akhirnya, terbakarnya kampas rem mengakibatkan ban meletus dan terbakar karena ban tersebut mengalami pyrolysis.,UA;
Dari hasil investigasi dapat disimpulkan bahwa kecelakaan disebabkan oleh mobil bus saling mendahului dan melaju dengan kecepatan melebihi batas kecepatan maksimal dalam kota (40 km/jam) serta perawatan/perbaikan kendaraan yang tidak optimal.,UA;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah pengemudi mobil pick up tidak mampu mengendalikan kendaraannya karena lengah yang berdampak pada perubahan arah kemudi sehingga masuk ke jalur lawan,PRE;
Sedangkan untuk penyebab fatalitas korban adalah penggunaan mobil barang untuk mengangkut penumpang tanpa dilengkapi dengan fasilitas keselamatan yang memadai berupa tempat duduk dan tempat pegangan tangan sebagaimana diatur dalam PP Nomor 74 Tahun 2014.,UA;
Kecelakaan terjadi karena ketidakmampuan pengemudi mobil bus menghentikan kendaraaan saat menuruni flyover yang pada ujung Utaranya yang terdapat antrian kendaraan dari arah berlawanan. Pengemudi memilih mengarahkan kendaraan ke kiri sehingga menabrak pejalan kaki sebelum terjun ke sawah.,UA;
Dari hasil investigasi dapat disimpulkan bahwa kecelakaan disebabkan oleh pengemudi yang mengalami kelelahan dan kurangnya rambu-rambu lalu lintas serta penerangan jalan. Akibatnya pengemudi kehilangan kendali saat mendahului 2 truk engkel sehingga bertabrakan dengan mobil bus pada arah yang berlawanan.,PRE;
Fatalitas tinggi pada korban kecelakaan diakibatkan oleh tidak adanya Air Bag, zona tabrakan tidak tepat mengenai Crash Protection Box karena perbedaan ketinggian antara mobil bus dan mobil penumpang, serta penumpang yang tidak menggunakan sabuk keselamatan.,UA;
Fatalitas tinggi pada korban kecelakaan diakibatkan oleh tidak adanya Air Bag, zona tabrakan tidak tepat mengenai Crash Protection Box karena perbedaan ketinggian antara mobil bus dan mobil penumpang, serta penumpang yang tidak menggunakan sabuk keselamatan.,PRE;
Fatalitas pengemudi dan pengguna jalan yang lain disebabkan oleh terjadinya korosi yang parah pada keseluruhan rangkaian head tractor dan kereta tempelan yang mengakibatkan berkurangnya survival space kabin pengemudi ketika truk semi trailer terguling serta terlemparnya kontainer dari rangka landasan yang menimpa warung-warung penduduk yang berada di bahu jalan.,PRE;
Fatalitas terjadi karena Jalan Kertanegara Desa Giri Moyo Kecamatan Karang Ploso Kabupaten Malang Jawa Timur merupakan daerah pertokoan, pemukiman, pergudangan dan terdapat beberapa akses jalan lingkungan dengan fungsi jalan Kolektor Primer. Hal ini mengakibatkan kondisi lalu lintas bercampur berbagai jenis kendaraan.,PRE;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah persepsi pengemudi truk tronton untuk memposisikan kendaraannya saat di tikungan melewati marka tengah serta lebar bak muatan overdimension mengakibatkan ruang jalur mobil bus berkurang dimana tidak dapat diantisipasi oleh mobil bus yang bergerak dengan kecepatan rata-rata di atas 80 km/jam sehingga benturan antara kedua kendaraan tidak terelakkan.,UA;
Berdasarkan hasil investigasi dapat disimpulkan bahwa terjadinya kecelakaan disebabkan oleh jam kerja pengemudi yang melebihi ketentuan jam kerja serta kondisi pengemudi dalam keadaan sakit mengakibatkan pengemudi mengalami kelelahan dan penurunan daya motorik tubuh. Akibatnya, ketika mengemudikan di ruas Jalan Cekik batas kota Negara pengemudi tidak dapat mengendalikan kendaraan ditambah dengan adanya potensi rollover Mobil Bus Sedang Isuzu Elf NHR 55 yang cukup tinggi mengakibatkan kendaraan terguling dan tabrakan tidak dapat dihindari.,UA;
Berdasarkan hasil investigasi dapat disimpulkan bahwa terjadinya kecelakaan disebabkan oleh jam kerja pengemudi yang melebihi ketentuan jam kerja serta kondisi pengemudi dalam keadaan sakit mengakibatkan pengemudi mengalami kelelahan dan penurunan daya motorik tubuh. Akibatnya, ketika mengemudikan di ruas Jalan Cekik batas kota Negara pengemudi tidak dapat mengendalikan kendaraan ditambah dengan adanya potensi rollover Mobil Bus Sedang Isuzu Elf NHR 55 yang cukup tinggi mengakibatkan kendaraan terguling dan tabrakan tidak dapat dihindari.,PRE;
Dari hasil investigasi dapat disimpulkan bahwa terjadinya kecelakaan adalah disebabkan oleh adanya perbedaaan perangkat keselamatan pada sistem rem kendaraan penarik dan kereta tempelan tangki yaitu sistem rem Hino FM 260 JD (head tractor) belum dilengkapi teknologi Anti-lock Brake System (ABS), sedangkan sistem rem trailer tangki sudah dilengkapi teknologi ABS. Saat terjadi pengereman mendadak, pergerakan antara bagian head tractor dan kereta tempelannya menjadi tidak selaras. Roda Head tractor akan slip ketika remnya terkunci sedangkan roda kereta tempelannya tidak terkunci karena teknologi ABS. Selanjutnya, laju pergerakan kendaraan baik head tractor maupun kereta tempelannya menjadi tidak terkendali.,UA;
Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah mobil bus tidak dirawat secara berkala sehingga sistem pengereman, penggerak kopling dan sistem pemindah daya tidak bekerja optimal. Hal ini mengakibatkan mobil bus berkecepatan tinggi saat melewati jalan yang menurun curam disertai dengan tikungan tajam.,PRE;
Fatalitas bertambah karena tidak terpasangnya sabuk keselamatan pada setiap kursi penumpang dan karena tidak sempurnanya desain dan pemasangan pagar pengaman jalan.,PRE;
Kecelakaan terjadi akibat Petugas JPL 482 terlambat mengantisipasi kedatangan kereta, sehingga sebelum pintu perlintasan ditutup dan sirine dibunyikan, sudah ada kendaraan yang masuk ke dalam perlintasan. Selanjutnya pengemudi yang sudah berada di perlintasan mengalami penurunan situation awareness factor akibat panik yang menyebabkan pengambilan keputusan yang keliru dan berdampak pada matinya mesin kendaraan tepat diatas rel.,PRE;
Kecelakaan terjadi akibat Petugas JPL 482 terlambat mengantisipasi kedatangan kereta, sehingga sebelum pintu perlintasan ditutup dan sirine dibunyikan, sudah ada kendaraan yang masuk ke dalam perlintasan. Selanjutnya pengemudi yang sudah berada di perlintasan mengalami penurunan situation awareness factor akibat panik yang menyebabkan pengambilan keputusan yang keliru dan berdampak pada matinya mesin kendaraan tepat diatas rel.,UA;
Penyebab fatalitas korban adalah rendahnya ketahanan tubruk mobil bus khususnya pada bagian pintu belakang yang terlepas pada saat terjadinya tabrakan serta tidak dilengkapinya tempat duduk penumpang dengan sabuk pengaman.,PRE;
Dari hasil investigasi dapat disimpulkan bahwa terjadinya kecelakaan adalah disebabkan oleh pemilihan rute alternatif yang jarak tempuhnya lebih panjang dibandingkan rute normal serta ketidakpahaman dalam membaca indikator tekanan angin yang berada di dashboard. Akibatnya, pengoperasian kendaraan dilakukan secara kurang berkeselamatan (terburu-buru) dan terjadi ketidaktepatan dalam melakukan tindakan perlambatan di jalan yang menurun panjang sehingga mobil bus keluar jalur pada tikungan di lokasi terjadinya kecelakaan.,UA;
Fatalitas tinggi pada korban kecelakaan diakibatkan oleh tidak tersedianya sabuk pengaman pada kursi penumpang.,PRE;
Dari hasil investigasi dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah ketidakstabilan/olengnya pergerakan mobil pickup menjelang lokasi terjadinya kecelakaan yang disebabkan kempisnya ban kanan belakang serta dimuatinya mobil pickup oleh 36 orang penumpang (overcapacity) dalam posisi berdiri di bak muatan. Pengempisan ban disebabkan oleh rusaknya ban akibat melintasi bahu berbatu kerikil tajam dan penambalan lubang dengan tambalan yang tidak standar. Selanjutnya, pergerakan mobil pickup yang tidak dapat dikendalikan menyebabkan mobil pickup menabrak dinding tanah dan terguling.,UA;
Fatalitas tinggi pada korban kecelakaan diakibatkan oleh penggunaan mobil barang untuk mengangkut orang tanpa memperhatikan standar keselamatan (unsur crashworthiness). Penumpang banyak yang terlempar dan tertindih mobil pickup saat kecelakaan terjadi,UA;
Perilaku pengemudi dengan mematikan mesin kendaraan dan mengatur posisi tuas pemindah daya/persneling dalam keadaan roda gigi netral saat jalan menurun ekstrim (9.3%) sebelum lokasi tabrakan awal menyebabkan kendaraan melaju dengan cepat dan sulit untuk dikendalikan,UA;
Dari hasil investigasi ditemukan bahwa kecelakaan terjadi diakibatkan oleh truk CPO yang parkir pada tikungan jalan tanpa memasang segitiga pengaman dan lampu isyarat pada bahu jalan yang lebarnya dibawah standar. Hal ini mengakibatkan pengemudi mobil bus PO. Makmur tidak mampu mengantisipasi dan mengambil lajur berlawanan arah saat menghindari truk tersebut. Pada saat yang bersamaan dari arah yang berlawanan muncul mobil bus FA Pembangunan Semesta dan PT. ALS sehingga tabrakan tidak dapat terhindarkan.,PRE;
Dari hasil investigasi ditemukan bahwa kecelakaan terjadi diakibatkan oleh truk CPO yang parkir pada tikungan jalan tanpa memasang segitiga pengaman dan lampu isyarat pada bahu jalan yang lebarnya dibawah standar. Hal ini mengakibatkan pengemudi mobil bus PO. Makmur tidak mampu mengantisipasi dan mengambil lajur berlawanan arah saat menghindari truk tersebut. Pada saat yang bersamaan dari arah yang berlawanan muncul mobil bus FA Pembangunan Semesta dan PT. ALS sehingga tabrakan tidak dapat terhindarkan.,UA;
Terjadinya fatalitas yang tinggi disebabkan oleh Korosi yang terjadi di mobil PO. Makmur dan bus FA. Pembangunan Semesta memperparah pengurangan survival space dan Penggunaan kaca yang bukan safety glass di mobil bus PO. Makmur dan mobil bus FA. Pembangunan Semesta.,PRE;
Pengemudi mobil bus saat mengemudikan kendaraannya kurang memperhitungkan kecepatan, kondisi jalan yang basah, jalan menikung, muatan penumpang yang penuh dan ketinggian kendaraan.,PRE;
Pengemudi mobil bus saat mengemudikan kendaraannya kurang memperhitungkan kecepatan, kondisi jalan yang basah, jalan menikung, muatan penumpang yang penuh dan ketinggian kendaraan.,UA;
Pengemudi bus mengoperasikan kendaraan selama 2 (dua) hari berturut-turut. Hal ini menunjukkan bahwa waktu kerja pengemudi melebihi waktu kerja yang ditentukan baik dalam Undang-undang Ketenagakerjaan maupun Undang-undang Lalu Lintas dan Angkutan Jalan. Durasi mengemudi yang panjang dengan kontraksi otot statis akan berdampak pada peningkatan tekanan di pembuluh darah. Ruas jalan Tol Cikopo-Palimanan yang lurus dan datar membuat pengemudi mengalami kebosanan dan berhalusinasi ketika mengemudi.  Hal ini mengakibatkan pengemudi mengalami kehilangan kesadaran sesaat (microsleep) dan penurunan daya konsentrasi serta reaksi.,UA;
Pengemudi bus mengoperasikan kendaraan selama 2 (dua) hari berturut-turut. Hal ini menunjukkan bahwa waktu kerja pengemudi melebihi waktu kerja yang ditentukan baik dalam Undang-undang Ketenagakerjaan maupun Undang-undang Lalu Lintas dan Angkutan Jalan. Durasi mengemudi yang panjang dengan kontraksi otot statis akan berdampak pada peningkatan tekanan di pembuluh darah. Ruas jalan Tol Cikopo-Palimanan yang lurus dan datar membuat pengemudi mengalami kebosanan dan berhalusinasi ketika mengemudi.  Hal ini mengakibatkan pengemudi mengalami kehilangan kesadaran sesaat (microsleep) dan penurunan daya konsentrasi serta reaksi.,PRE;
Jumlah tempat duduk mobil bus (sesuai kartu uji) 14 penumpang tidak termasuk pengemudi sedangkan kenyataannya mobil bus berisi 17 penumpang tidak termasuk pengemudi. Jumlah penumpang melebihi kapasitas mobil bus menyebabkan berkurangnya  efektifitas  pengereman  kendaraan.,UA;
Mobil truk bermuatan melebihi daya angkut yang diijinkan, dikemudikan dengan kecepatan yang diperkirakan diatas 124 km/jam (hasil CCTV) pada ruas jalan di lokasi terjadinya kecelakaan yang kemiringannya cukup ekstrim (9.3%) sehingga menyebabkan kendaraan sulit untuk diperlambat.,UA;
Penyebab kecelakaan adalah kelelahan pengemudi karena mengemudikan kendaraan dengan jarak jauh, waktu tempuh yang lama dan tidak ada pengemudi cadangan.,PRE;
Jumlah waktu istirahat pengemudi dan waktu bekerjanya tidak diatur dengan jelas oleh PT. Tenaga Inti Global selaku operator. Hal tersebut mempengaruhi sistem manajemen angkutan,UA;
Jumlah waktu istirahat pengemudi dan waktu bekerjanya tidak diatur dengan jelas oleh PT. Tenaga Inti Global selaku operator. Hal tersebut mempengaruhi sistem manajemen angkutan,PRE;
Lebar jalan 7.1 meter, lalu lintas yang tidak padat, cuaca malam hari, tidak hujan dan lurus dapat memicu pengemudi untuk mengemudikan kendaraannya dengan kecepatan tinggi dan mengantuk,PRE;
Kemampuan ataupun keterampilan pengemudi terhadap pemahaman dan respon pengemudi terhadap kondisi lingkungan sekitar masih kurang. Pengemudi tidak dapat mengantisipasi situasi yang kritis (pengemudi tidak mampu untuk menghindari pohon yang tumbang),PRE;
Kemampuan ataupun keterampilan pengemudi terhadap pemahaman dan respon pengemudi terhadap kondisi lingkungan sekitar masih kurang. Pengemudi tidak dapat mengantisipasi situasi yang kritis (pengemudi tidak mampu untuk menghindari pohon yang tumbang),UA;
Kemungkinan psikologis/emosi pengemudi terpengaruh oleh kondisi lalu lintas yang di alami sebelumya yang di indikasikan dari waktu keberangkatan dari Depok + Pukul 07.15 WIB dan tiba di Cimacan (lokasi kecelakaan) + Pukul 10.20 WIB (waktu tempuh dari Depok ke Cimacan selama + 3 jam) dianggap lama sehingga ketika ada peluang jalan yang lebih bebas pengemudi Bus cenderung untuk memacu Bus lebih tinggi.,PRE;
Pengemudi bus pariwisata milik PO. Fajar Transport mengemudikan kendaraannya dengan kecepatan tinggi dan kurang menguasai kondisi kendaraan pada saat akan melewati daerah sekitar tempat kejadian, terdapat bekas jejak ban sebelum tempat kejadian, tidak diketahui posisi terakhir dari pemindah gigi percepatan (versneleng), kerusakan kendaraan akibat benturan yang keras pada bagian depan bus karena kecepatan tinggi. Sebelum terjadinya kecelakaan pengemudi bus pariwisata milik PO. Fajar Transport tiba - tiba tidak bisa menghentikan laju kendaraan pada saat bus menabrak kendaraan pertama yang ada di depan, yaitu kendaraan angkutan kota warna hijau dengan Nomor Polisi T.1960 TF dan diduga pengemudi kurang menguasai kondisi kendaraaan dan keadaan jalan.,UA;
Dari penelitian dan wawancara yang dilakukan di ketahui bahwa pengemudi yang bersangkutan kurang memiliki pengalaman dan keterampilan dalam menghadapi kondisi darurat terutama kendaraan yang terbakar;,UA
Waktu kerja pengemudi sejak memuat barang dan berangkat dari Surabaya sampai ke Lamongan adalah 9,5 jam dan beristirahat selama 3,5 jam disebabkan keadaan lalu lintas macet total. Berdasarkan Peraturan Pemerintah Nomor 44 Tahun 1993 Tentang Kendaraan dan Pengemudi Pasal 240 yang mengatur waktu istirahat bahwa waktu kerja bagi pengemudi kendaraan umum adalah 8 (delapan) jam sehari dan setelah mengemudikan kendaraan selama 4 (empat) jam berturut-turut, harus diberikan istirahat sekurang-kurangnya setengah jam. Berdasarkan Pasal 241 bahwa Pengusaha angkutan umum yang mengoperasikan kendaraannya lebih dari waktu sebagaimana dimaksud harus menyediakan pengemudi pengganti. Pengusaha angkutan umum harus melakukan penggantian pengemudi dengan pengemudi pengganti setelah jangka waktu sebagaimana dimaksud.,UA;
Waktu kerja pengemudi sejak memuat barang dan berangkat dari Surabaya sampai ke Lamongan adalah 9,5 jam dan beristirahat selama 3,5 jam disebabkan keadaan lalu lintas macet total. Berdasarkan Peraturan Pemerintah Nomor 44 Tahun 1993 Tentang Kendaraan dan Pengemudi Pasal 240 yang mengatur waktu istirahat bahwa waktu kerja bagi pengemudi kendaraan umum adalah 8 (delapan) jam sehari dan setelah mengemudikan kendaraan selama 4 (empat) jam berturut-turut, harus diberikan istirahat sekurang-kurangnya setengah jam. Berdasarkan Pasal 241 bahwa Pengusaha angkutan umum yang mengoperasikan kendaraannya lebih dari waktu sebagaimana dimaksud harus menyediakan pengemudi pengganti. Pengusaha angkutan umum harus melakukan penggantian pengemudi dengan pengemudi pengganti setelah jangka waktu sebagaimana dimaksud.,PRE;
dapat disimpulkan bahwa kemungkinan penyebab (probable cause) terjadinya peristiwa kecelakaan ini, bersumber dari faktor manusia kelelahan/fatique yang mengakibatkan kelalaian atau ketidakcakapan dalam berlalu lintas di jalan terutama pada saat menghadapi situasi kritis yang datang secara tiba-tiba, kondisi teknis layak jalan kendaraan (diantaranya penggunaan ban dengan ukuran dan merk yang berbeda, kedalaman alur ban tidak memenuhi persyaratan teknis (minimal 1 mm) sehingga pada saat dilakukan pengereman secara mendadak kendaraan tidak dapat berhenti secara sempurna karena cengkraman ban terhadap permukaan jalan tidak bagus/buruk.,UA;
dapat disimpulkan bahwa kemungkinan penyebab (probable cause) terjadinya peristiwa kecelakaan ini, bersumber dari faktor manusia kelelahan/fatique yang mengakibatkan kelalaian atau ketidakcakapan dalam berlalu lintas di jalan terutama pada saat menghadapi situasi kritis yang datang secara tiba-tiba, kondisi teknis laik jalan kendaraan (diantaranya penggunaan ban dengan ukuran dan merk yang berbeda, kedalaman alur ban tidak memenuhi persyaratan teknis (minimal 1 mm) sehingga pada saat dilakukan pengereman secara mendadak kendaraan tidak dapat berhenti secara sempurna karena cengkraman ban terhadap permukaan jalan tidak bagus/buruk.,UA;
dapat disimpulkan bahwa kemungkinan penyebab (probable cause) terjadinya peristiwa kecelakaan ini, bersumber dari faktor manusia kelelahan/fatique yang mengakibatkan kelalaian atau ketidakcakapan dalam berlalu lintas di jalan terutama pada saat menghadapi situasi kritis yang datang secara tiba-tiba, kondisi teknis laik jalan kendaraan (diantaranya penggunaan ban dengan ukuran dan merk yang berbeda, kedalaman alur ban tidak memenuhi persyaratan teknis (minimal 1 mm) sehingga pada saat dilakukan pengereman secara mendadak kendaraan tidak dapat berhenti secara sempurna karena cengkraman ban terhadap permukaan jalan tidak bagus/buruk.,PRE;
Dengan demikian, dapat disimpulkan bahwa kemungkinan penyebab (probable cause) terjadinya peristiwa kecelakaan ini, bersumber dari faktor tidak sesuai klas jalan, dengan kendaraan bermotor yang digunakan atau kendaraan bermotor dengan muatan yang begitu banyak tidak sesuai dengan jalan desa yang klasnya rendah.,UA;
