Unnamed: 0,TEXT,TARGET_LIST
30.0,"Kecelakaan terjadi karena pengemudi tidak mengerti kondisi dan karakteristik kendaraan yang dikemudikan, yang menyebabkan kegagalan dalam mengendalikan mobil saat situasi kritis.","[0.0, 0.0, 0.0, 0.0, 0.0]"
,Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan adalah sistem pengereman dump truck gagal untuk mempertahankan kecepatan konstan saat berjalan menuruni bukit dikarenakan kecepatan awal turunan tidak menggunakan prosedur engine braking dan exhaust brake. Namun pengemudi melakukan pengereman panjang dengan menggunakan service brake yang menyebabkan kampas mengalami overheat dan berakhir pada fenomena brakefading.,"[1.0, 0.0, 0.0, 0.0, 0.0]"
1.0,"Hasil investigasi dan analisis menunjukkan bahwa kecelakaan disebabkan oleh kegagalan sistem pengereman dump truck untuk menjaga kecepatan konstan saat menuruni bukit, dikarenakan pengemudi tidak menggunakan engine braking dan exhaust brake pada awal turunan. Penggunaan pengereman panjang dengan service brake menyebabkan kampas overheat dan terjadinya brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
2.0,"Kecelakaan terjadi akibat sistem pengereman dump truck yang tidak berhasil mempertahankan kecepatan konstan saat turun bukit, karena pengemudi tidak menerapkan prosedur engine braking dan exhaust brake saat memulai turunan. Pengereman panjang dengan service brake mengakibatkan overheat pada kampas dan berujung pada brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
3.0,"Penyebab kecelakaan adalah kegagalan sistem pengereman dump truck dalam mempertahankan kecepatan konstan saat berjalan menuruni bukit, akibat pengemudi tidak menggunakan engine braking dan exhaust brake. Penggunaan service brake secara panjang menyebabkan kampas overheat dan fenomena brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
4.0,"Investigasi menemukan bahwa kecelakaan disebabkan oleh kegagalan sistem pengereman dump truck dalam menjaga kecepatan konstan saat menuruni bukit, karena pengemudi tidak menggunakan engine braking dan exhaust brake. Penggunaan berlebihan service brake menyebabkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
5.0,"Kecelakaan terjadi karena sistem pengereman dump truck gagal mempertahankan kecepatan konstan di turunan bukit, sebab pengemudi tidak menerapkan engine braking dan exhaust brake. Penggunaan pengereman panjang dengan service brake menyebabkan kampas menjadi overheat dan fenomena brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
6.0,"Kegagalan sistem pengereman dump truck dalam mempertahankan kecepatan konstan saat menuruni bukit menjadi penyebab kecelakaan, dikarenakan pengemudi tidak mengikuti prosedur engine braking dan exhaust brake. Pengereman panjang dengan service brake mengakibatkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
7.0,"Kecelakaan disebabkan oleh kegagalan sistem pengereman dump truck untuk menjaga kecepatan konstan di turunan, karena pengemudi tidak menggunakan engine braking dan exhaust brake. Pengereman berkelanjutan dengan service brake menyebabkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
8.0,"Sistem pengereman dump truck gagal mempertahankan kecepatan konstan saat menuruni bukit, menjadi penyebab kecelakaan, dikarenakan pengemudi tidak menerapkan engine braking dan exhaust brake. Pengereman yang berlebihan dengan service brake menyebabkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
9.0,"Kecelakaan terjadi karena sistem pengereman dump truck tidak mampu mempertahankan kecepatan konstan saat turunan bukit, sebab pengemudi tidak mengikuti prosedur engine braking dan exhaust brake. Penggunaan service brake yang berlebihan menyebabkan kampas menjadi overheat dan mengalami brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
10.0,"Penyebab kecelakaan adalah kegagalan sistem pengereman dump truck dalam menjaga kecepatan konstan di turunan bukit, karena pengemudi tidak memanfaatkan engine braking dan exhaust brake. Pengereman panjang dengan service brake mengakibatkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
11.0,"Hasil investigasi menunjukkan bahwa kecelakaan disebabkan oleh sistem pengereman dump truck yang tidak efektif menjaga kecepatan konstan saat menuruni bukit, akibat pengemudi tidak menggunakan engine braking dan exhaust brake. Pengereman berlebih dengan service brake mengakibatkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
12.0,"Kecelakaan disebabkan oleh kegagalan sistem pengereman dump truck dalam mempertahankan kecepatan konstan saat menuruni bukit. Hal ini terjadi karena pengemudi tidak mempraktikkan engine braking dan exhaust brake, dan pengereman panjang dengan service brake menyebabkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
13.0,"Penyebab kecelakaan terletak pada sistem pengereman dump truck yang tidak bisa mempertahankan kecepatan konstan saat menuruni bukit, dikarenakan pengemudi tidak memanfaatkan engine braking dan exhaust brake. Penggunaan service brake secara berlebihan menyebabkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
14.0,"Kegagalan sistem pengereman dump truck untuk menjaga kecepatan konstan saat turunan bukit menjadi penyebab kecelakaan, karena pengemudi tidak menggunakan engine braking dan exhaust brake. Pengereman yang terlalu panjang dengan service brake mengakibatkan kampas overheat dan fenomena brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
15.0,"Kecelakaan dump truck terjadi karena sistem pengereman gagal mempertahankan kecepatan konstan di turunan bukit, akibat pengemudi tidak menerapkan engine braking dan exhaust brake. Pengereman berlebihan dengan service brake mengakibatkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
16.0,"Hasil investigasi menunjukkan penyebab kecelakaan adalah sistem pengereman dump truck yang tidak efektif menjaga kecepatan stabil saat menuruni bukit, karena pengemudi tidak mengimplementasikan engine braking dan exhaust brake. Pengereman berlebihan dengan service brake mengakibatkan kampas mengalami overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
17.0,"Kecelakaan disebabkan oleh kegagalan sistem pengereman dump truck dalam menjaga kecepatan konstan di turunan bukit, akibat pengemudi tidak menggunakan engine braking dan exhaust brake. Pemakaian service brake secara berlebihan menyebabkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
18.0,"Penyebab kecelakaan adalah kegagalan sistem pengereman dump truck untuk menjaga kecepatan konstan saat turunan, karena pengemudi tidak menerapkan engine braking dan exhaust brake. Penggunaan berlebihan service brake mengakibatkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
19.0,"Kecelakaan dump truck terjadi akibat sistem pengereman yang tidak dapat mempertahankan kecepatan konstan di turunan bukit, dikarenakan pengemudi tidak mematuhi prosedur engine braking dan exhaust brake. Penggunaan berlebihan service brake menyebabkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
20.0,"Sistem pengereman dump truck gagal menjaga kecepatan konstan di turunan bukit, menjadi penyebab kecelakaan, karena pengemudi tidak menerapkan engine braking dan exhaust brake. Penggunaan service brake yang panjang mengakibatkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
21.0,"Kecelakaan disebabkan oleh kegagalan sistem pengereman dump truck untuk menjaga kecepatan konstan saat menuruni bukit, karena pengemudi tidak memanfaatkan engine braking dan exhaust brake. Penggunaan berlebihan service brake mengakibatkan overheat pada kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
22.0,"Penyebab kecelakaan adalah sistem pengereman dump truck yang tidak mampu menjaga kecepatan konstan di turunan, akibat pengemudi tidak menggunakan engine braking dan exhaust brake. Pengereman yang terlalu lama dengan service brake menyebabkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
23.0,"Kecelakaan dump truck terjadi karena sistem pengereman yang tidak efisien menjaga kecepatan konstan di turunan bukit, sebab pengemudi tidak menerapkan engine braking dan exhaust brake. Pengereman berlebihan dengan service brake mengakibatkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
24.0,"Kegagalan sistem pengereman dump truck dalam menjaga kecepatan konstan saat menuruni bukit, dikarenakan pengemudi tidak menggunakan engine braking dan exhaust brake, menjadi penyebab kecelakaan. Penggunaan berlebih service brake mengakibatkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
25.0,"Penyebab kecelakaan dump truck adalah sistem pengereman yang tidak efektif menjaga kecepatan konstan di turunan, karena pengemudi tidak mempraktikkan engine braking dan exhaust brake. Pengereman yang berlebihan dengan service brake menyebabkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
26.0,"Kecelakaan terjadi karena sistem pengereman dump truck tidak dapat mempertahankan kecepatan konstan saat menuruni bukit, akibat pengemudi tidak mengaktifkan engine braking dan exhaust brake. Pengereman terus-menerus dengan service brake menyebabkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
27.0,"Hasil investigasi menunjukkan kegagalan sistem pengereman dump truck menjaga kecepatan konstan di turunan bukit, karena pengemudi tidak mengimplementasikan engine braking dan exhaust brake. Penggunaan service brake yang panjang menyebabkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
28.0,"Penyebab kecelakaan dump truck adalah sistem pengereman yang tidak memadai untuk menjaga kecepatan konstan saat turunan, dikarenakan pengemudi tidak menerapkan engine braking dan exhaust brake. Pengereman yang berkepanjangan dengan service brake mengakibatkan overheat kampas dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
29.0,"Kecelakaan terjadi akibat sistem pengereman dump truck yang tidak dapat menjaga kecepatan konstan saat turunan bukit, karena pengemudi tidak memanfaatkan engine braking dan exhaust brake. Penggunaan service brake yang berlebihan mengakibatkan kampas overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
30.0,"Kegagalan sistem pengereman dump truck untuk menjaga kecepatan konstan di turunan bukit menjadi penyebab kecelakaan, karena pengemudi tidak menggunakan engine braking dan exhaust brake. Penggunaan service brake yang berlebih menyebabkan kampas mengalami overheat dan brakefading.","[1.0, 0.0, 0.0, 0.0, 0.0]"
,"Pengemudi mobil bus saat mengemudikan kendaraannya kurang memperhitungkan kecepatan, kodisi jalan yang basah, jalan menikung, muatan penumpang yang penuh dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
1.0,"Saat mengemudikan bus, pengemudi tidak mempertimbangkan dengan baik faktor kecepatan, kondisi jalan yang basah, tikungan jalan, kapasitas penumpang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
2.0,"Pengemudi bus kurang memperhatikan faktor-faktor seperti kecepatan, kondisi jalan basah, tikungan jalan, muatan penumpang yang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
3.0,"Dalam mengemudikan bus, pengemudi tidak cukup mempertimbangkan aspek kecepatan, kondisi jalan basah, rute berliku, kapasitas penumpang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
4.0,"Pengemudi bus kurang mempertimbangkan faktor penting seperti kecepatan, kondisi jalan basah, tikungan, muatan penumpang penuh, dan ketinggian kendaraan saat berkendara.","[0.0, 0.0, 1.0, 0.0, 0.0]"
5.0,"Saat mengemudikan bus, pengemudi gagal memperhitungkan faktor kecepatan, kondisi jalan basah, tikungan, kapasitas penumpang yang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
6.0,"Pengemudi bus tidak mempertimbangkan secara efektif aspek seperti kecepatan, kondisi jalan yang basah, tikungan jalan, kepadatan penumpang, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
7.0,"Ketika mengemudikan bus, pengemudi kurang mempertimbangkan kecepatan, kondisi jalan basah, tikungan, kepadatan penumpang, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
8.0,"Pengemudi bus tidak cukup memperhatikan aspek penting seperti kecepatan, kondisi jalan basah, jalur berbelok, muatan penumpang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
9.0,"Saat berkendara, pengemudi bus tidak mempertimbangkan dengan seksama faktor-faktor seperti kecepatan, kondisi jalan yang basah, jalan yang menikung, muatan penumpang, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
10.0,"Pengemudi bus kurang menghitung faktor-faktor seperti kecepatan, kondisi jalan basah, tikungan, jumlah penumpang, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
11.0,"Ketika mengemudikan bus, pengemudi gagal mempertimbangkan faktor-faktor kritis seperti kecepatan, kondisi jalan basah, tikungan, kepadatan penumpang, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
12.0,"Saat mengemudi bus, pengemudi kurang memperhitungkan faktor seperti kecepatan, kondisi jalan yang basah, tikungan, muatan penumpang maksimal, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
13.0,"Pengemudi bus tidak memperhatikan secara memadai kecepatan, kondisi jalan basah, jalan yang menikung, jumlah penumpang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
14.0,"Dalam mengemudikan bus, pengemudi tidak mempertimbangkan aspek kecepatan, kondisi jalan yang basah, tikungan jalan, jumlah penumpang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
15.0,"Pengemudi bus kurang mengambil kira faktor kecepatan, kondisi jalan basah, jalur menikung, muatan penumpang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
16.0,"Pengemudi bus gagal mempertimbangkan aspek penting seperti kecepatan, kondisi jalan basah, jalur menikung, kapasitas penuh penumpang, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
17.0,"Saat mengemudikan bus, pengemudi tidak mengambil kira faktor-faktor kritis seperti kecepatan, kondisi jalan yang basah, tikungan, kepadatan penumpang, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
18.0,"Pengemudi bus tidak mempertimbangkan secara efisien faktor seperti kecepatan, kondisi jalan basah, tikungan, beban penumpang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
19.0,"Dalam mengemudikan bus, pengemudi kurang memperhatikan faktor penting seperti kecepatan, kondisi jalan basah, tikungan tajam, jumlah penumpang yang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
20.0,"Pengemudi bus tidak memperhitungkan faktor-faktor seperti kecepatan, kondisi jalan basah, jalur yang menikung, kapasitas penumpang yang penuh, dan ketinggian kendaraan ketika mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
21.0,"Saat berkendara, pengemudi bus kurang mempertimbangkan kecepatan, kondisi jalan basah, tikungan jalan, jumlah penumpang yang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
22.0,"Pengemudi bus kurang mempertimbangkan faktor-faktor penting seperti kecepatan, kondisi jalan yang basah, tikungan, muatan penumpang yang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
23.0,"Ketika mengemudikan bus, pengemudi gagal mempertimbangkan faktor seperti kecepatan, kondisi jalan basah, tikungan, kapasitas penumpang yang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
24.0,"Saat mengemudi bus, pengemudi tidak mempertimbangkan dengan baik faktor kecepatan, kondisi jalan yang basah, tikungan, jumlah penumpang yang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
25.0,"Pengemudi bus tidak memperhitungkan faktor penting seperti kecepatan, kondisi jalan basah, tikungan, kepadatan penumpang, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
26.0,"Saat mengemudi bus, pengemudi kurang mempertimbangkan aspek kecepatan, kondisi jalan basah, tikungan tajam, kapasitas penumpang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
27.0,"Pengemudi bus kurang mempertimbangkan faktor-faktor seperti kecepatan, kondisi jalan basah, jalur menikung, kepadatan penumpang, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
28.0,"Dalam mengemudikan bus, pengemudi tidak mempertimbangkan dengan seksama faktor-faktor seperti kecepatan, kondisi jalan basah, tikungan, muatan penumpang yang penuh, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
29.0,"Pengemudi bus tidak mempertimbangkan faktor-faktor kunci seperti kecepatan, kondisi jalan basah, tikungan, jumlah penumpang yang penuh, dan ketinggian kendaraan saat mengemudi.","[0.0, 0.0, 1.0, 0.0, 0.0]"
30.0,"Saat mengemudi bus, pengemudi gagal mempertimbangkan aspek-aspek penting seperti kecepatan, kondisi jalan basah, tikungan, kepadatan penumpang, dan ketinggian kendaraan.","[0.0, 0.0, 1.0, 0.0, 0.0]"
,"Berdasarkan hasil investigasi dan analisis dapat disimpulkan bahwa penyebab terjadinya kecelakaan tabrakan beruntun adalah kurangnya waktu dan kualitas istirahat Pramudi 1, sehingga mengakibatkan terjadinya kelelahan dan microsleep saat bertugas. Tidak ditemukan adanya perlengkapan jalan yang mampu memberikan informasi baik berupa rambu-rambu lalu lintas maupun pita penggaduh, mengakibatkan Pramudi 1 kurang waspada saat mendekati Halte Cawang Ciliwung dan tidak menyadari masih terdapat Bus 2 yang berada didepannya berhenti sehingga menabraknya dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
1.0,"Hasil investigasi dan analisis menyimpulkan bahwa kecelakaan tabrakan beruntun disebabkan oleh kurangnya waktu istirahat dan kualitas istirahat Pramudi 1, menyebabkan kelelahan dan microsleep saat bertugas. Faktor lainnya adalah ketiadaan perlengkapan jalan yang memberikan informasi seperti rambu lalu lintas atau pita penggaduh, membuat Pramudi 1 kurang waspada mendekati Halte Cawang Ciliwung dan tidak menyadari keberadaan Bus 2 yang berhenti di depan, sehingga terjadi tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
2.0,"Kecelakaan tabrakan beruntun disimpulkan terjadi karena Pramudi 1 kurang istirahat, mengalami kelelahan dan microsleep saat mengemudi. Ketiadaan perlengkapan jalan yang efektif seperti rambu lalu lintas atau pita penggaduh di Halte Cawang Ciliwung menyebabkan kurangnya kewaspadaan Pramudi 1 dan gagal menyadari Bus 2 yang berhenti, sehingga menabraknya.","[0.0, 0.0, 0.0, 1.0, 0.0]"
3.0,"Penyebab kecelakaan tabrakan beruntun, berdasarkan investigasi, adalah kurangnya waktu dan kualitas istirahat Pramudi 1, yang mengakibatkan kelelahan dan microsleep. Tidak adanya perlengkapan jalan seperti rambu atau pita penggaduh di dekat Halte Cawang Ciliwung menyebabkan Pramudi 1 tidak waspada dan tidak menyadari Bus 2 yang berhenti, menyebabkan tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
4.0,"Kurangnya waktu istirahat dan kualitas tidur Pramudi 1 menjadi penyebab kecelakaan tabrakan beruntun, menurut investigasi. Ketidakadaan rambu lalu lintas atau pita penggaduh di sekitar Halte Cawang Ciliwung menyebabkan Pramudi 1 kurang waspada dan tidak menyadari adanya Bus 2 yang berhenti, sehingga terjadi tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
5.0,"Investigasi menemukan bahwa kurangnya waktu dan kualitas istirahat Pramudi 1 menyebabkan kelelahan dan microsleep, yang berujung pada kecelakaan tabrakan beruntun. Ketiadaan perlengkapan jalan seperti rambu atau pita penggaduh di Halte Cawang Ciliwung membuat Pramudi 1 tidak waspada dan tidak menyadari Bus 2 yang berhenti, mengakibatkan tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
6.0,"Kecelakaan tabrakan beruntun terjadi karena Pramudi 1 kurang istirahat, mengalami kelelahan dan microsleep. Tidak adanya rambu lalu lintas atau pita penggaduh dekat Halte Cawang Ciliwung membuat Pramudi 1 kurang waspada, tidak menyadari keberadaan Bus 2 yang berhenti, dan menabrak dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
7.0,"Kecelakaan tabrakan beruntun disebabkan oleh kurangnya waktu dan kualitas istirahat Pramudi 1, yang mengakibatkan kelelahan dan microsleep. Ketidaktersediaan perlengkapan jalan yang memberikan informasi di Halte Cawang Ciliwung membuat Pramudi 1 kurang waspada dan tidak menyadari Bus 2 yang berhenti, sehingga terjadi tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
8.0,"Menurut investigasi, kecelakaan tabrakan beruntun disebabkan oleh kekurangan waktu istirahat dan kualitas tidur yang buruk dari Pramudi 1, mengakibatkan kelelahan dan microsleep. Kurangnya perlengkapan jalan seperti rambu atau pita penggaduh di Halte Cawang Ciliwung menyebabkan Pramudi 1 tidak waspada dan menabrak Bus 2 yang berhenti.","[0.0, 0.0, 0.0, 1.0, 0.0]"
9.0,"Hasil analisis dan investigasi menunjukkan penyebab kecelakaan tabrakan beruntun adalah kurangnya istirahat Pramudi 1 yang memicu kelelahan dan microsleep. Ketidakadaan rambu lalu lintas atau pita penggaduh di dekat Halte Cawang Ciliwung membuat Pramudi 1 tidak waspada dan tidak menyadari Bus 2 yang berhenti, menyebabkan tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
1.0,"Hasil investigasi dan analisis menunjukkan bahwa kecelakaan tabrakan beruntun disebabkan oleh kurangnya istirahat dan kualitas tidur Pramudi 1, yang mengakibatkan kelelahan dan microsleep saat mengemudi. Faktor lain adalah tidak adanya rambu-rambu lalu lintas atau pita penggaduh yang efektif, sehingga Pramudi 1 kurang waspada di dekat Halte Cawang Ciliwung dan tidak menyadari keberadaan Bus 2 di depannya yang berhenti, menyebabkan tabrakan dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
2.0,"Kecelakaan tabrakan beruntun ini disimpulkan berasal dari kurangnya waktu istirahat dan kualitas tidur yang buruk dari Pramudi 1, menyebabkan kelelahan dan microsleep saat bertugas. Ketiadaan rambu-rambu lalu lintas atau pita penggaduh di lokasi kejadian berkontribusi pada kurangnya kewaspadaan Pramudi 1 saat mendekati Halte Cawang Ciliwung, tidak menyadari Bus 2 yang berhenti di depan dan akhirnya menabraknya.","[0.0, 0.0, 0.0, 1.0, 0.0]"
3.0,"Penyebab kecelakaan tabrakan beruntun, berdasarkan investigasi dan analisis, adalah kurangnya waktu istirahat yang memadai dan kualitas tidur Pramudi 1, yang mengakibatkan kelelahan dan microsleep. Tidak adanya rambu-rambu lalu lintas atau pita penggaduh di lokasi mengakibatkan Pramudi 1 kurang waspada saat mendekati Halte Cawang Ciliwung, dan tidak menyadari Bus 2 yang berhenti di depannya, sehingga terjadi tabrakan dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
4.0,"Investigasi dan analisis menyimpulkan bahwa kecelakaan tabrakan beruntun disebabkan oleh kurangnya istirahat yang cukup dan kualitas tidur yang buruk dari Pramudi 1, yang menyebabkan kelelahan dan microsleep. Faktor lain termasuk tidak adanya perlengkapan jalan seperti rambu-rambu atau pita penggaduh yang memadai, membuat Pramudi 1 tidak waspada di Halte Cawang Ciliwung dan tidak menyadari Bus 2 yang berhenti di depannya, sehingga terjadi tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
5.0,"Kecelakaan tabrakan beruntun ini, berdasarkan hasil investigasi dan analisis, terjadi karena Pramudi 1 tidak memiliki waktu istirahat yang cukup dan kualitas tidur yang buruk, mengakibatkan kelelahan dan microsleep. Kurangnya rambu-rambu lalu lintas atau pita penggaduh di lokasi juga berkontribusi pada kurangnya kewaspadaan Pramudi 1 saat mendekati Halte Cawang Ciliwung, sehingga tidak menyadari Bus 2 berhenti di depan dan terjadi tabrakan dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
6.0,"Penyebab kecelakaan tabrakan beruntun, menurut investigasi dan analisis, adalah kurangnya waktu istirahat dan kualitas tidur Pramudi 1 yang tidak memadai, menyebabkan kelelahan dan microsleep. Ketiadaan rambu-rambu lalu lintas atau pita penggaduh di lokasi turut menyebabkan Pramudi 1 kurang waspada saat mendekati Halte Cawang Ciliwung dan tidak menyadari adanya Bus 2 yang berhenti di depannya, mengakibatkan tabrakan dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
7.0,"Kecelakaan tabrakan beruntun disebabkan oleh kurangnya istirahat yang memadai dan kualitas tidur yang buruk dari Pramudi 1, yang mengakibatkan kelelahan dan microsleep. Ketiadaan rambu-rambu lalu lintas atau pita penggaduh membuat Pramudi 1 kurang waspada di dekat Halte Cawang Ciliwung, tidak menyadari Bus 2 yang berhenti di depannya, sehingga menabrak dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
8.0,"Hasil investigasi dan analisis menyatakan bahwa kecelakaan tabrakan beruntun disebabkan oleh kurangnya waktu istirahat dan kualitas tidur yang tidak memadai dari Pramudi 1, mengakibatkan kelelahan dan microsleep. Kurangnya perlengkapan jalan seperti rambu-rambu atau pita penggaduh berperan dalam kurangnya kewaspadaan Pramudi 1 di Halte Cawang Ciliwung, tidak menyadari Bus 2 yang berhenti di depan, dan akhirnya menabraknya.","[0.0, 0.0, 0.0, 1.0, 0.0]"
9.0,"Penyebab kecelakaan tabrakan beruntun adalah kurangnya istirahat yang cukup dan kualitas tidur yang buruk dari Pramudi 1, mengakibatkan kelelahan dan microsleep. Absennya rambu-rambu lalu lintas atau pita penggaduh di lokasi menyebabkan Pramudi 1 kurang waspada saat mendekati Halte Cawang Ciliwung dan gagal menyadari Bus 2 yang berhenti di depan, menyebabkan tabrakan dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
10.0,"Kecelakaan tabrakan beruntun terjadi karena Pramudi 1 tidak memiliki istirahat yang cukup dan kualitas tidur yang buruk, menyebabkan kelelahan dan microsleep. Faktor lain adalah ketiadaan perlengkapan jalan seperti rambu-rambu atau pita penggaduh, membuat Pramudi 1 kurang waspada saat mendekati Halte Cawang Ciliwung dan tidak menyadari Bus 2 yang berhenti di depan, sehingga terjadi tabrakan.","[0.0, 0.0, 0.0, 1.0, 0.0]"
11.0,"Penyebab kecelakaan tabrakan beruntun, menurut hasil investigasi dan analisis, adalah kurangnya istirahat dan kualitas tidur yang tidak memadai dari Pramudi 1, yang mengakibatkan kelelahan dan microsleep. Absennya rambu-rambu lalu lintas atau pita penggaduh di lokasi mengakibatkan kurangnya kewaspadaan Pramudi 1 saat mendekati Halte Cawang Ciliwung, tidak menyadari keberadaan Bus 2 yang berhenti di depan, dan menyebabkan tabrakan dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
12.0,"Kecelakaan tabrakan beruntun ini disimpulkan berasal dari kurangnya waktu istirahat yang memadai dan kualitas tidur yang buruk dari Pramudi 1, yang menyebabkan kelelahan dan microsleep. Ketidaktersediaan perlengkapan jalan seperti rambu-rambu atau pita penggaduh berkontribusi pada kurangnya kewaspadaan Pramudi 1 saat mendekati Halte Cawang Ciliwung, tidak menyadari Bus 2 yang berhenti di depan, sehingga menabrak dari belakang.","[0.0, 0.0, 0.0, 1.0, 0.0]"
